epoch,step,train_loss,val_loss
0,49,0.15856491029262543,
0,99,0.13745327293872833,
0,144,,0.12321527302265167
1,149,0.09529763460159302,
1,199,0.10233058035373688,
1,249,0.14816072583198547,
1,289,,0.12075138092041016
2,299,0.08677299320697784,
2,349,0.12713930010795593,
2,399,0.0976070910692215,
2,434,,0.11963310092687607
3,449,0.09752440452575684,
3,499,0.1100371927022934,
3,549,0.1566966325044632,
3,579,,0.11876580864191055
4,599,0.10763813555240631,
4,649,0.12655557692050934,
4,699,0.07370149344205856,
4,724,,0.11728225648403168
5,749,0.11894232779741287,
5,799,0.09263072162866592,
5,849,0.15109390020370483,
5,869,,0.11760708689689636
6,899,0.10443752259016037,
6,949,0.0988060012459755,
6,999,0.11780387163162231,
6,1014,,0.11489459872245789
7,1049,0.1527784764766693,
7,1099,0.0771695226430893,
7,1149,0.09226969629526138,
7,1159,,0.11566689610481262
8,1199,0.12023275345563889,
8,1249,0.11112237721681595,
8,1299,0.1070617139339447,
8,1304,,0.11488430947065353
9,1349,0.10197461396455765,
9,1399,0.12103511393070221,
9,1449,0.16304318606853485,
9,1449,,0.11483539640903473
10,1499,0.0969051793217659,
10,1549,0.09988749027252197,
10,1594,,0.11478710174560547
11,1599,0.12316222488880157,
11,1649,0.12431800365447998,
11,1699,0.0937327966094017,
11,1739,,0.11650416254997253
12,1749,0.13841672241687775,
12,1799,0.08221179246902466,
12,1849,0.12971638143062592,
12,1884,,0.11359366029500961
13,1899,0.11098886281251907,
13,1949,0.11749571561813354,
13,1999,0.08937448263168335,
13,2029,,0.11352697759866714
14,2049,0.09031371772289276,
14,2099,0.12402171641588211,
14,2149,0.11485904455184937,
14,2174,,0.11389543861150742
15,2199,0.10085197538137436,
15,2249,0.1278674453496933,
15,2299,0.1589551866054535,
15,2319,,0.11368106305599213
16,2349,0.10229184478521347,
16,2399,0.08543117344379425,
16,2449,0.1078420951962471,
16,2464,,0.11330818384885788
17,2499,0.1031239852309227,
17,2549,0.08936769515275955,
17,2599,0.1075545996427536,
17,2609,,0.11320623010396957
18,2649,0.09426388889551163,
18,2699,0.0964365005493164,
18,2749,0.08030720055103302,
18,2754,,0.11403655260801315
19,2799,0.10895998030900955,
19,2849,0.15826909244060516,
19,2899,0.06874797493219376,
19,2899,,0.11287082731723785
20,2949,0.10489340126514435,
20,2999,0.08798643201589584,
20,3044,,0.11301399767398834
21,3049,0.10318945348262787,
21,3099,0.12067726254463196,
21,3149,0.09108982980251312,
21,3189,,0.11235713958740234
22,3199,0.10822854191064835,
22,3249,0.11928868293762207,
22,3299,0.08667489886283875,
22,3334,,0.1132359579205513
23,3349,0.12186186760663986,
23,3399,0.08510712534189224,
23,3449,0.08317206799983978,
23,3479,,0.11158473044633865
24,3499,0.13847790658473969,
24,3549,0.08417869359254837,
24,3599,0.09062403440475464,
24,3624,,0.111459881067276
25,3649,0.10741943120956421,
25,3699,0.10481373965740204,
25,3749,0.11282245069742203,
25,3769,,0.11207319051027298
26,3799,0.10700234025716782,
26,3849,0.09748591482639313,
26,3899,0.08407371491193771,
26,3914,,0.11111259460449219
27,3949,0.08079982548952103,
27,3999,0.093668632209301,
27,4049,0.09992849826812744,
27,4059,,0.11177422106266022
28,4099,0.11757554858922958,
28,4149,0.10344107449054718,
28,4199,0.12065966427326202,
28,4204,,0.11107928305864334
29,4249,0.12428516149520874,
29,4299,0.15369537472724915,
29,4349,0.11099214106798172,
29,4349,,0.11113312840461731
30,4399,0.10882852971553802,
30,4449,0.09339868277311325,
30,4494,,0.11125442385673523
31,4499,0.10123307257890701,
31,4549,0.10907530784606934,
31,4599,0.09919911623001099,
31,4639,,0.11092472076416016
32,4649,0.11198536306619644,
32,4699,0.1568274348974228,
32,4749,0.09415774792432785,
32,4784,,0.11074956506490707
33,4799,0.13806113600730896,
33,4849,0.10484791547060013,
33,4899,0.10847821086645126,
33,4929,,0.11061248928308487
34,4949,0.10234874486923218,
34,4999,0.11993634700775146,
34,5049,0.14015917479991913,
34,5074,,0.11064200848340988
35,5099,0.08638741821050644,
35,5149,0.12953774631023407,
35,5199,0.12477715313434601,
35,5219,,0.11055397242307663
36,5249,0.11063315719366074,
36,5299,0.07820151001214981,
36,5349,0.17382942140102386,
36,5364,,0.1121731847524643
37,5399,0.0971359983086586,
37,5449,0.10455351322889328,
37,5499,0.07139667123556137,
37,5509,,0.10989846289157867
38,5549,0.1314239650964737,
38,5599,0.10662234574556351,
38,5649,0.0847490206360817,
38,5654,,0.11080826818943024
39,5699,0.12280173599720001,
39,5749,0.11753176152706146,
39,5799,0.09396504610776901,
39,5799,,0.10960037261247635
40,5849,0.06581525504589081,
40,5899,0.10103720426559448,
40,5944,,0.10967130959033966
41,5949,0.11160119622945786,
41,5999,0.11807914078235626,
41,6049,0.07847990095615387,
41,6089,,0.10964564979076385
42,6099,0.10732189565896988,
42,6149,0.11392655968666077,
42,6199,0.0962744653224945,
42,6234,,0.110026054084301
43,6249,0.11235883086919785,
43,6299,0.10843045264482498,
43,6349,0.12745286524295807,
43,6379,,0.11075970530509949
44,6399,0.12215136736631393,
44,6449,0.11312826722860336,
44,6499,0.12183310091495514,
44,6524,,0.10979700833559036
45,6549,0.1291636824607849,
45,6599,0.1074141412973404,
45,6649,0.09422191232442856,
45,6669,,0.11049064993858337
46,6699,0.10912460088729858,
46,6749,0.09943526983261108,
46,6799,0.11533849686384201,
46,6814,,0.10930030792951584
47,6849,0.09507720917463303,
47,6899,0.09760191291570663,
47,6949,0.08726388961076736,
47,6959,,0.10936915874481201
48,6999,0.13156579434871674,
48,7049,0.10418280214071274,
48,7099,0.12728619575500488,
48,7104,,0.10961511731147766
49,7149,0.087993323802948,
49,7199,0.12084813416004181,
49,7249,0.06708669662475586,
49,7249,,0.1107882484793663
